,unique_key,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_latitude,pickup_longitude,pickup_location,dropoff_latitude,dropoff_longitude,dropoff_location
931,aabb579ec56ed37d6dbbbf9a0fee9cffe73f2d48,abb33898b8d70d22237631f6bdf0e107ae7ab74ccba2678831762e64dc3ff56666168f8107e95d74935f7e30e6d92cb880af945d9e7797e0f379c36d88311f11,2017-04-21 10:00:00+00:00,2017-04-21 10:15:00+00:00,420,1.0,17031081800,17031081201,8,8,6.0,1.0,0.0,0.0,7.0,Credit Card,Chicago Medallion Management,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134)
932,0ddcd1dfdb307372533dfedede4d64549b736f35,e1bbba2a995184249ab389c98c21b809c1daabdeab710d838f0d7ec5291f9c4cc139ff213bab9533cd6844aeefbed0abca58249aecb378d84bbcdc59350fe8e1,2017-04-22 21:45:00+00:00,2017-04-22 21:45:00+00:00,240,0.6,17031081800,17031081800,8,8,5.0,0.0,0.0,0.0,5.0,Cash,Northwest Management LLC,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
933,e0da57fade265a224f8251cb9797ea182964e35f,9077249de291bdcb3f9f87f79fe7c757933908fc76f93f4044e3584c43b3c4ed74abbc8fb02b1930505411c948cd1c3b019114c9575d29815c5d1601b0058ab5,2017-04-20 18:45:00+00:00,2017-04-20 19:00:00+00:00,1020,0.0,17031081800,17031842300,8,24,12.25,2.45,0.0,0.0,14.7,Credit Card,Blue Ribbon Taxi Association Inc.,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.89830587,-87.653613982,POINT (-87.6536139825 41.8983058696)
934,27715686cb42b24a3c450c4a60b90f5e7cae8961,aed092b616a802faf91fa27cc0a3a9ba29e1a4fe1a477685fc7a820cd24a230e5e5d0e6932cbca6c489c25f5667399ed456465ee4cd19139f084cd9abc43145b,2017-04-04 12:15:00+00:00,2017-04-04 12:15:00+00:00,240,0.8,17031081800,17031833000,8,28,5.5,0.0,0.0,1.5,7.0,Cash,Chicago Medallion Management,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201)
935,ed37671da8f28d866c192473e5848512b01ff3fb,5d29e4a1c6a7c9b5d54eb8b22c413f4da1da016372f2f3065519a9afdc0dbca90dc32da9a75e494d961112b789288e98d1f08d10f5098e510fb73dbc263a4811,2023-01-12 06:45:00+00:00,2023-01-12 07:00:00+00:00,1493,17.22,17031081800,17031980000,8,76,41.81,9.62,0.0,0.0,51.43,Mobile,Globe Taxi,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201)
936,0c219c48d2054c9e2b5efde4b145ebe5ec8b3845,a485350f36958a2783d154ee7562f7809254058189b91da914cb5eb980e0ca7dbd64ac085b00be5a5130e01813bfebe5f7ed871b63e071feed0f6de0e4b32558,2023-02-15 17:30:00+00:00,2023-02-15 17:30:00+00:00,380,1.16,17031081800,17031080202,8,8,10.0,1.0,0.0,0.0,11.0,Mobile,City Service,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.905857769,-87.630865027,POINT (-87.6308650266 41.9058577688)
937,f70b46cff03847d2093a43d84b784d63b9d63c7d,4c8741fac63baa5f25f60596ae1905fb56201a21068bea59a1ba8bf484ca6707dd66b56e8b8294f2e726f0a11e9c8489595efbe068429f0af97b9ed399cf63e0,2013-03-15 09:30:00+00:00,2013-03-15 09:30:00+00:00,420,0.0,17031081800,17031320400,8,32,6.65,0.0,0.0,0.0,6.65,Cash,Dispatch Taxi Affiliation,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234)
938,3e35fa9d9afe01377a21fc28cb00d80ea1a1534a,94262d95fcc27260b293444008ba1da9302569cf341ae4773b1801e286e5c433f5300f13146ab04317500699f4d0225c7cf3047aee48ed9a0abffb609e55a456,2013-03-11 13:30:00+00:00,2013-03-11 13:45:00+00:00,240,0.0,17031081800,17031081403,8,8,5.25,2.0,0.0,1.5,8.75,Credit Card,Northwest Management LLC,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
939,3552a5a65f03562bbbf755262050775c96c7753a,2f848a41f4212de1aad6dede561b4090c3af6e3745436ba5a37e58300d22edb6c5026cd54147d862d29f507b2b3135ab059852983a617500f7386623b6ed584e,2015-01-02 09:15:00+00:00,2015-01-02 09:30:00+00:00,240,0.7,17031081800,17031081500,8,8,5.25,0.0,0.0,0.0,5.25,Cash,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
940,ecb3fb961e0018a9afa7e87f345ee710e70339bc,9ca885399cc8b816626c963092acd6676ff75f7700d5cf86b263fa35423ffe5c18a52eef1fb0a637ebdeab5cf01ba795e267c057b3d1f63bdc18b9966ac4e33d,2015-01-23 14:15:00+00:00,2015-01-23 14:30:00+00:00,540,0.1,17031081800,17031320100,8,32,7.25,1.0,0.0,0.0,8.25,Credit Card,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
941,4c9805c378c08271c28dea8a1c6138ca8d211983,e82a69c98e22b4d62d4d73b617bb0168e6a19c7da33ec99e919930730e8cb293410723bb3d2a128b6e89cd529769709c478902d68b264542358922846b8b47b0,2019-12-09 13:45:00+00:00,2019-12-09 14:00:00+00:00,574,1.06,17031081800,17031839100,8,32,7.0,1.5,0.0,0.0,9.0,Credit Card,Chicago Carriage Cab Corp,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
942,535a0882f8479a979c69776604c134d06cee2912,a53d5e8132e54e4852ae9bafbcdbb34eba8db5b5f5c68549bced68dd8a7ae6f09ec06f75f08a8a186b54b4e6196ed139fa34ab8431d3e6b65fc47ae459e250af,2019-12-11 07:15:00+00:00,2019-12-11 07:15:00+00:00,329,0.84,17031081800,17031839100,8,32,5.75,1.0,0.0,0.0,7.25,Credit Card,City Service,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
943,332575a395248a6792f42f50491cf75b99cfdcd3,209aba5b6034a07ea30d76e0f4d9d8203b8dec78ff2577a2f6085e918d8017ce3c2eefab495618044a82be35167aaec7a90dd13730dbc68c99d148b36f1d99d7,2020-01-09 10:45:00+00:00,2020-01-09 10:45:00+00:00,540,0.9,17031081800,17031839100,8,32,7.0,0.0,0.0,0.0,7.0,Cash,"Taxicab Insurance Agency, LLC",41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
944,67d6f86a84cd5707d55b7e78937405caf77b3cd6,3aca3a7b083a44e1120981e53fa0e59afab7f01786ac2c239d6625b7f1f51ece25ca67c5c5aff7f8426a2fed917f96e397bcf854ba7ffcd9b30b495b1c817b9c,2013-02-03 04:00:00+00:00,2013-02-03 04:00:00+00:00,120,0.0,17031081800,17031081800,8,8,3.85,2.2,0.0,1.0,7.05,Credit Card,Blue Ribbon Taxi Association Inc.,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
945,841cd6090845a0492cebb8354142b4eef5f24c4c,713b6274c7d5358988efab5a8110a97aa4a53b3c9df463de6e6642ebdb15b79bb2c8b40579509487bd7586fd7285caeaf3e6941055db28bffb569de451373b9f,2013-01-30 20:30:00+00:00,2013-01-30 20:30:00+00:00,420,0.8,17031081800,17031081100,8,8,6.25,0.0,0.0,1.0,7.25,Cash,Dispatch Taxi Affiliation,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.900221297,-87.629105186,POINT (-87.6291051864 41.9002212967)
946,bccdedd950e7e6f304cc2604ce4993caee28e7a9,f886c7ded2e96ae7750ca2e21a83f4e9503db0aa80e52bbc513eeaa513a8e73de0bd7b7704f96ecae3a635a87ee8a6fcc8a93b2c7e4466f04c6a608035bb8aea,2013-02-03 17:15:00+00:00,2013-02-03 17:30:00+00:00,600,0.0,17031081800,17031240500,8,24,10.65,0.0,0.0,1.0,11.65,Cash,Blue Ribbon Taxi Association Inc.,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.911972301,-87.683642922,POINT (-87.6836429218 41.9119723006)
947,3662398c1870096ca1e6a2e4f9f06bc16655cb16,bba10648cb7868799dee98b85f339a0c83ad8fd80520ed40065eb021d97f10e7820278ade0b9f3dac7b6231f35c52aa584d2bf6ff7d6819803ae9d6a54f2ae21,2013-01-27 18:00:00+00:00,2013-01-27 18:15:00+00:00,420,0.0,17031081800,17031081201,8,8,6.25,0.0,0.0,0.0,6.25,Cash,Dispatch Taxi Affiliation,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134)
948,f3e9f1e653b8733e086938d0282e971e881db73d,e36f5577d4a9e6a376c81f669c80065b7a0c4e2558af7ccbdefada26e8f4230d2c6abf847868cd592fc1f35950027ea2456998ab1b273886a60d14a3c3bb8fdd,2013-01-27 12:45:00+00:00,2013-01-27 12:45:00+00:00,300,9.0,17031081800,17031081201,8,8,5.65,2.0,0.0,0.0,7.65,Credit Card,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134)
949,83d999607475844e8246464e3d55e275e9027cf6,1f601da85fba049c4ca4363c0bad4e6a96a5f72fe0beace329d0db5542b724892aa9a869def673292002803067a24c31bee67f9011dfe7a3c57ac0fe9a709722,2019-11-15 12:00:00+00:00,2019-11-15 12:15:00+00:00,519,1.0,17031081800,17031081500,8,8,7.0,2.0,0.0,0.0,9.5,Credit Card,Chicago Independents,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
950,8afdb3be2f4069ee97e450f45471499dd17004db,3942cf9adfdda86862c8402d8eb497d0cdbe4d9f6ceb276e77cdcd56f1c813b1d454cc34d6f3f76d1a279a1c545a42a09928affdfef013d226f4ecb76a1a9472,2019-11-12 08:45:00+00:00,2019-11-12 09:00:00+00:00,647,1.01,17031081800,17031839100,8,32,7.5,0.0,0.0,0.0,7.5,Cash,Sun Taxi,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
951,b1e44337fc8fc678fad3ff8c0c507d059394849e,6e8cc952dbe40d51249748b596e855c402119c0af01d6fba11fdd0d5bf769ad3ca2aaa891c3ffadb6ae93cfd33044118bbe86a386f939ccfbca34871567bee85,2019-09-12 18:15:00+00:00,2019-09-12 18:30:00+00:00,780,1.2,17031081800,17031320100,8,32,8.5,0.0,0.0,1.0,9.5,Cash,KOAM Taxi Association,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
952,2ec4404128e73ac2611a94685e196eaf4191b821,0f7dbbbd2ba96c97a009b42d5b20754ce8f3bb47711566de6d9f4dfaa30b90d68192391bb6ddb14deebcff8b07ecb1aec431d13932bfe21301c78043cd611caf,2017-01-09 20:45:00+00:00,2017-01-09 20:45:00+00:00,193,0.59,17031081800,17031839100,8,32,5.0,2.0,0.0,1.0,8.5,Credit Card,Nova Taxi Affiliation Llc,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
953,b9dac1dd01f6a7e37fb55a4baee94a456033702c,c545ff2dbd16e8f36d11fc6c3b42188d3ecd5f17e2d178941712970b9e72847f956de55a71615efc6048116cae4afb4a729d103778d4df8cca0e8c4092b31f81,2017-01-20 19:30:00+00:00,2017-01-20 19:45:00+00:00,1080,3.5,17031081800,17031070300,8,7,13.25,0.0,0.0,0.0,13.25,Cash,Chicago Independents,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.929046937,-87.651310877,POINT (-87.6513108767 41.9290469366)
954,cd8e2b5704aea901aaec31a0769020efc1c86c20,0e8726922a5536f2c07eb081776484ac6ed4be5b2f5b09373be5777665a995d869e3bf5dae4c1f6d4508b3b1838a46a7cee18cff179ac1f776e22e83c98f3b3a,2017-01-18 17:30:00+00:00,2017-01-18 17:45:00+00:00,360,0.5,17031081800,17031280100,8,28,5.5,0.0,0.0,0.0,5.5,Cash,City Service,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224)
955,8119d763d9d8b16a82a8bdf133a2125967fb8126,b968bad5a2daed924a10e8ec4fb35513e060a076c575f7edf0645d2478970be1f759135fc45134f7f7114c545bb6087cd734c1af59bfc9b6de35052c99bed025,2020-02-29 00:15:00+00:00,2020-02-29 00:30:00+00:00,360,0.0,17031081800,17031320100,8,32,7.0,2.0,0.0,0.0,9.0,Credit Card,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
956,84a78c5e092fd369d0893361e8420c0c4822975e,1d72db3a18692cc5b5e4ea41bb1de0e45d4149b495dbd0b1edce16aebce4deb1e2d3ab794f54614c87737856b73830b7c6f52c16828cb5181c58b988c5305544,2020-02-29 23:45:00+00:00,2020-02-29 23:45:00+00:00,323,0.74,17031081800,17031081600,8,8,5.25,1.0,0.0,1.0,7.75,Credit Card,Flash Cab,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347)
957,b0ce29126ec2dff2d7b315f0781cd2dd97d23528,57a648e7a559433f979d6eac4c506f483982579079994cd94a70f6e48569275d4bd12a0e638ea4516ea86b71ccd618de4e7bd62d83c92a73969bb981d6584c0d,2020-02-29 05:00:00+00:00,2020-02-29 05:00:00+00:00,300,1.5,17031081800,17031320100,8,32,6.75,0.0,0.0,0.0,6.75,Credit Card,Star North Management LLC,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
958,57631d832b87075c53eff1a98450d3d3f081cdbd,1ac129337f4da273c9165e54cae6f0d8420e8174e748462463bfd5438ee3a0fc6ea260f67b2a2c0e5c7ee29437862803077ad945f255f023b573e2d939836460,2019-06-29 16:15:00+00:00,2019-06-29 16:15:00+00:00,458,1.99,17031081800,17031081402,8,8,8.25,3.0,0.0,1.0,12.75,Credit Card,City Service,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.891971508,-87.612945414,POINT (-87.6129454143 41.8919715078)
959,80fc1b10feef5be577b3df1ea51130a0aedcc29a,fc861e3e571512d615a3a765c48daaf33cbc9be27febecdd36692d7e503c54526881ca7de9f361a670436eca0a0fcea6f30fe014920db424e7b93ef5a5cab043,2014-06-10 12:45:00+00:00,2014-06-10 12:45:00+00:00,480,0.0,17031081800,17031081500,8,8,6.25,0.0,0.0,0.0,6.25,Cash,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
960,11db798431aacf21c80c25d8edf95f12b5ac17c9,d24314a66ebc6319a50cc335d6896612b845ca15f702ee9aea9d71c271a68190ad9033f4c51e5601b11f398801f4bf551c15155d257d7d3c8eccae98c4990a06,2013-07-11 18:45:00+00:00,2013-07-11 19:00:00+00:00,1020,0.1,17031081800,17031243400,8,24,10.05,0.0,0.0,0.0,10.05,Cash,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.892536872,-87.659864318,POINT (-87.65986431780001 41.8925368719)
961,4ef3deae85b16a90cc5c57f070341c4a73523300,ba500a4e4aee210505ea8ba0e469051c5166c8638c988be5ff4e35ea572300cdeb7a7ac0f834b541778ae9874f23381ed482e65d4e27327ef819898aad7baf69,2014-05-29 19:15:00+00:00,2014-05-29 19:30:00+00:00,480,0.8,17031081800,17031081600,8,8,6.25,0.0,0.0,0.0,6.25,Cash,Top Cab Affiliation,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347)
962,ad2298ac60c0689108100ba6083229f7d07f4e3e,5045e67af9f438ea9a9b2ffc8c084ac86b9ebe8df69619d19d24408ea2e69c140887bccdd4d4cd6e245cf6cc740fcf58b16f68e52baac1b17c697b492a971697,2013-08-10 16:00:00+00:00,2013-08-10 16:15:00+00:00,420,0.0,17031081800,17031081500,8,8,5.85,0.0,0.0,0.0,5.85,Cash,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
963,5656ca34bae99dd0b550819331b99bd35d3b2c75,5e555d00a5ef0548fdcd16e7c3bbdd6e5bc604c88aa9d0eac602f14ff56e2a28aa3bb82cd3c594452ea4622c7df7096da2b5a89576362dc620dd040a9328d290,2013-08-22 22:00:00+00:00,2013-08-22 22:00:00+00:00,360,0.0,17031081800,17031071500,8,7,6.25,2.0,0.0,0.0,8.25,Credit Card,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.914616286,-87.631717366,POINT (-87.6317173661 41.9146162864)
964,67aeffbdc85c769c365a0ed21a5915e77276a570,dd2f97f807e7a27ef836c7c187061acc41fb2da406985f1e0a6b88ce328e237a40db213371cac24958940ffd2c56d14c99466435fbb7d28c93a729d7d7044901,2013-08-16 19:30:00+00:00,2013-08-16 19:30:00+00:00,240,0.0,17031081800,17031280100,8,28,4.65,0.0,0.0,0.0,4.65,Cash,Blue Ribbon Taxi Association Inc.,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224)
965,9163e45c26cd9afecee59b4f8771d1b2013da07a,7fd2bbba58b9c27f54afededbaa4f5fd4618e36e28feea2e4fb72356a9475148f400959423439a4fb39e5d6f51c989b3e62361f7049ed7b391f2a3a9d696120f,2017-04-02 03:45:00+00:00,2017-04-02 03:45:00+00:00,540,0.7,17031081800,17031081600,8,8,6.25,0.0,0.0,1.0,7.25,Cash,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347)
966,83fe8b75f5e3c08d617579b2075ecfbe6dfce432,6e8cc952dbe40d51249748b596e855c402119c0af01d6fba11fdd0d5bf769ad3ca2aaa891c3ffadb6ae93cfd33044118bbe86a386f939ccfbca34871567bee85,2017-04-02 10:45:00+00:00,2017-04-02 11:00:00+00:00,300,0.0,17031081800,17031839100,8,32,5.5,2.0,0.0,0.0,7.5,Credit Card,Blue Ribbon Taxi Association Inc.,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
967,f08b5857c2739c6edd019d52219e275c556a0c0a,f7bec4705b1d00364fdc119b2662a2b68a51e9d88c5f956deda95da265e1d57158715d4f0644744c24fbc27fa33e608fe63d76dbd50e1c6918565672ca3e1fef,2013-06-29 21:45:00+00:00,2013-06-29 22:00:00+00:00,660,2.1,17031081800,17031320100,8,32,8.45,0.0,0.0,0.0,8.45,Cash,Choice Taxi Association,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
968,43e954883cb14063bfd52fb8357d60ec2b1b1eaa,3357e3170510a0374bc28e6baebeaa47cb6a971606874e14a3e603853d1a3959738e2eceff519c09ddbc07c6784718f74d618ab9df5b1f296a19f25557f42555,2013-05-17 03:30:00+00:00,2013-05-17 03:30:00+00:00,300,0.0,17031081800,17031081403,8,8,5.65,0.0,0.0,1.0,6.65,Cash,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
969,eeeea4e77e9b776f88813100804dc91fabe04645,ae61536025042a43c682f2450eaa073da8c7a7f736aec5de1dde1d7e0e2c6be21402ea0d779c9b079b91c58fdccc9091ce99dbf01dbf8de1a81648a34c1f267b,2013-05-15 20:15:00+00:00,2013-05-15 20:30:00+00:00,960,3.3,17031081800,17031063400,8,6,11.05,0.0,0.0,0.0,11.05,Cash,Choice Taxi Association,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.934659157,-87.646729729,POINT (-87.6467297286 41.9346591566)
970,c226e7cbcfbdd370fa2e8730966e7336221dffe9,6fddf42c6f6cf22bcced14d3520b8218488737fe3d6212dec084fe8dfef93716398a986cb89d87847e5a4ae1ceeea0b10216bb529bee923cea36b38d1e6f9a1d,2013-05-18 23:15:00+00:00,2013-05-18 23:30:00+00:00,420,0.0,17031081800,17031320100,8,32,6.25,1.5,0.0,1.5,9.25,Credit Card,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
971,6474fe45f3bf9b776533198e8d211f323625b827,4ef7064ef115fcd250918ddf5b1a7c49a1cda870b90afe97c57d35d7a155cd97feba5167e3037c194a215d8dcf4759a6f2953626bb0b7b79850e2d89e84920f2,2016-05-01 19:15:00+00:00,2016-05-01 19:30:00+00:00,240,1.0,17031081800,17031081403,8,8,5.75,3.0,0.0,0.0,8.75,Credit Card,Choice Taxi Association,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
972,b61a3d69063fb1353859cbe0042631f25c6a70e0,21e6058fef096e0d45f7b9d47433974c9c4e1820c3e5bee61670db5e58eb32e58432f1b6cf09adf73fe8a36a25cfe880f2e797158b2c890ec52603c3635d759f,2016-05-01 03:00:00+00:00,2016-05-01 03:00:00+00:00,60,0.4,17031081800,17031842300,8,24,4.0,3.0,0.0,0.0,7.0,Credit Card,Dispatch Taxi Affiliation,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.89830587,-87.653613982,POINT (-87.6536139825 41.8983058696)
973,2ba3d7ad7dfa1e1b8592077347a2c2a53271602c,0a1c9f175a63d49938a4e84e5d0c37c9e0e8dc08dee09c601e2d281bbec923454362afd8a9d8c5cdf084495a7d06e3baaf2bfa1960ecdfbd4d23dc2cad4a1904,2016-04-30 16:15:00+00:00,2016-04-30 16:15:00+00:00,480,1.6,17031081800,17031842200,8,8,7.5,2.0,0.0,0.0,9.5,Credit Card,Dispatch Taxi Affiliation,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.904935302,-87.649907226,POINT (-87.6499072264 41.9049353016)
974,ab3960616668a0abb33004faad5a04a862f6f5fa,ce1c9dace77769c16274e27718788fe163f3671fd2c0beff2c2b17b4f9856b537e1ddef6be5813c5d14eae508ea320493266c1b985ab5ecc5c964767722be526,2015-09-24 19:15:00+00:00,2015-09-24 19:15:00+00:00,360,1.1,17031081800,17031320100,8,32,6.05,0.0,0.0,0.0,6.05,Cash,Dispatch Taxi Affiliation,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
975,c55612fa19a58a290eb3131ec57367e79189ad06,f17ab0698b8c6ca146d267a064142f94caf779355f0f116cda27903309c82fdd188211c3203c610ac5a2eb8855e560a790bed6447d278ff079f52c6eb68b4b90,2015-12-27 15:00:00+00:00,2015-12-27 15:00:00+00:00,360,1.2,17031081800,17031280100,8,28,6.05,0.0,0.0,1.0,7.05,Cash,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224)
976,9577264e3db2644ceda8b9cd1e554b602edeb66a,85475de3eab9986df926b43ca6c243b4cb1a0f239bfc7c9d0daab77af3066f1819d018d00f7780e0efbef0c4e3dadee0c11d80159cb5678a573ce79a7ba9cb10,2015-12-27 03:15:00+00:00,2015-12-27 03:15:00+00:00,60,0.2,17031081800,17031081700,8,8,3.65,0.0,0.0,1.5,5.15,Credit Card,Northwest Management LLC,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365)
977,e94efca8c90ba2b7ae5576470354e54ad524faa0,effecc1cd82175a1d0bbe1def9ef38f52a9f6f437d1981337e13a053a443b6ad7c90b3c0a9b3b869913d97ddee70d23992a85fde3213d7f620ddf2f8bee1c3a5,2015-09-29 12:00:00+00:00,2015-09-29 12:15:00+00:00,720,0.1,17031081800,17031320400,8,32,8.25,2.0,0.0,0.0,10.25,Credit Card,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234)
978,46a95265bc14d05b209410f07c4d3ad3245b5cc3,358f71d4ff3bc75e603103b7fc0b5ddcf0c0ca606d845245c95dffaf5fbbd5c13248bc9c73674b12a152ef23ffef62e0408cabd47651758ffcca2f58e953a0d6,2015-09-28 13:45:00+00:00,2015-09-28 14:00:00+00:00,240,0.4,17031081800,17031081800,8,8,4.45,0.0,0.0,0.0,4.45,Cash,Chicago Medallion Leasing INC,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
979,e219b0e5a5e83daedab7c52b95306347659c0a89,b785bd6f5f2bfc21a15f912f0ff8fff44bf1968af53284a5164786018a4504cda57135b7dcbe9c3746eea9e3fa753f1ce9ba1a35bcc784e54e4f9fe5517420aa,2016-02-02 21:45:00+00:00,2016-02-02 21:45:00+00:00,360,0.0,17031081800,17031081700,8,8,5.5,0.0,0.0,2.0,7.5,Cash,Northwest Management LLC,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365)
980,d462b471c74a20ea18253023cacb5a651c664f37,6886ad17743bd14735d9bf14bda5d28d5446edaafb75e42040b952d97a7388dd0966b2c7dcbeb16f292924996ec12d13bb410c08570d524d2785594971d3270a,2018-06-13 17:15:00+00:00,2018-06-13 17:15:00+00:00,542,0.8,17031081800,17031839100,8,32,6.75,1.16,0.0,1.0,8.91,Mobile,Sun Taxi,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
981,73eed2eb149428d181251d0b29cbf32f982384e5,cbd668f068182a42da95e9c4d632d33722c82ce1f97334aec3feaac2d98a90a86a81eb9e917fcd8e58e4f4a78fb0ba7228eb2cd9fdcb4909527873ef5e4b9c5f,2018-06-23 02:30:00+00:00,2018-06-23 02:30:00+00:00,197,0.49,17031081800,17031081800,8,8,4.5,2.0,0.0,0.0,7.0,Credit Card,Taxi Affiliation Service Yellow,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
